Total timesteps,Time,Episodic return
200.0,0.011753390273269342,-3.818103790283203
400.0,0.023506780546538684,-2.2779417037963867
600.0,0.03526017081980803,-2.9117038249969482
800.0,0.04701356109307737,-4.038102149963379
1000.0,0.05876695136634671,-3.8448123931884766
1200.0,0.07052034163961605,-2.974112033843994
1400.0,0.0822737319128854,-4.194528102874756
1600.0,0.09402712218615474,-2.3206284046173096
1800.0,0.10578051245942408,-2.454375982284546
2000.0,0.11753390273269342,-1.4223692417144775
2200.0,0.12928729300596276,-2.950042247772217
2400.0,0.1410406832792321,-3.3662948608398438
2600.0,0.15279407355250144,-4.116195201873779
2800.0,0.1645474638257708,-4.07982063293457
3000.0,0.17630085409904012,-4.434943675994873
3200.0,0.18805424437230947,-1.8782087564468384
3400.0,0.19980763464557882,-2.7135186195373535
3600.0,0.21156102491884815,-2.567678928375244
3800.0,0.2233144151921175,-3.4089927673339844
4000.0,0.23506780546538683,-3.004411220550537
4200.0,0.24682119573865619,-3.7285428047180176
4400.0,0.2585745860119255,-0.8535652756690979
4600.0,0.27032797628519484,-1.2746081352233887
4800.0,0.2820813665584642,-2.182264804840088
5000.0,0.29383475683173355,-2.6805009841918945
5200.0,0.30558814710500287,-3.98858642578125
5400.0,0.31734153737827225,-2.393216133117676
5600.0,0.3290949276515416,-6.3322649002075195
5800.0,0.3408483179248109,-2.6802494525909424
6000.0,0.35260170819808023,0.09912776947021484
6200.0,0.3643550984713496,-1.9026249647140503
6400.0,0.37610848874461894,0.019609570503234863
6600.0,0.38786187901788827,-2.777740478515625
6800.0,0.39961526929115765,0.3766830563545227
7000.0,0.411368659564427,-0.8413428664207458
7200.0,0.4231220498376963,-2.229580879211426
7400.0,0.4348754401109656,-1.3448755741119385
7600.0,0.446628830384235,-1.710195541381836
7800.0,0.45838222065750434,-0.1576392650604248
8000.0,0.47013561093077366,-1.6170086860656738
8200.0,0.48188900120404304,-1.6934940814971924
8400.0,0.49364239147731237,-0.7467005252838135
8600.0,0.5053957817505818,-0.06952616572380066
8800.0,0.517149172023851,0.24139803647994995
9000.0,0.5289025622971204,-0.5636589527130127
9200.0,0.5406559525703897,-0.24188703298568726
9400.0,0.5524093428436591,2.1306824684143066
9600.0,0.5641627331169284,-3.741779327392578
9800.0,0.5759161233901977,0.6301226615905762
10000.0,0.5876695136634671,-1.1244285106658936
10200.0,0.5994229039367365,3.2220940589904785
10400.0,0.6111762942100057,0.013807237148284912
10600.0,0.6229296844832751,2.688086748123169
10800.0,0.6346830747565445,-1.1284855604171753
11000.0,0.6464364650298138,-0.367652952671051
11200.0,0.6581898553030832,0.6070228815078735
11400.0,0.6699432455763525,1.3311766386032104
11600.0,0.6816966358496218,2.5301082134246826
11800.0,0.6934500261228912,0.9060240983963013
12000.0,0.7052034163961605,3.933337926864624
12200.0,0.7169568066694298,6.440552234649658
12400.0,0.7287101969426992,5.006778717041016
12600.0,0.7404635872159685,4.007382392883301
12800.0,0.7522169774892379,-1.7584866285324097
13000.0,0.7639703677625073,4.849305629730225
13200.0,0.7757237580357765,2.678253650665283
13400.0,0.7874771483090459,4.58089542388916
13600.0,0.7992305385823153,1.1892783641815186
13800.0,0.8109839288555846,2.6243414878845215
14000.0,0.822737319128854,7.490539073944092
14200.0,0.8344907094021232,9.970064163208008
14400.0,0.8462440996753926,8.390397071838379
14600.0,0.857997489948662,6.671403884887695
14800.0,0.8697508802219313,8.205690383911133
15000.0,0.8815042704952006,7.753554344177246
15200.0,0.89325766076847,9.842828750610352
15400.0,0.9050110510417393,5.100912094116211
15600.0,0.9167644413150087,5.81562614440918
15800.0,0.928517831588278,5.1643805503845215
16000.0,0.9402712218615473,7.499025821685791
16200.0,0.9520246121348167,13.124909400939941
16400.0,0.9637780024080861,19.434207916259766
16600.0,0.9755313926813554,10.362771034240723
16800.0,0.9872847829546247,8.683860778808594
17000.0,0.999038173227894,9.864594459533691
17200.0,1.0107915635011635,10.994970321655273
17400.0,1.0225449537744327,11.66415786743164
17600.0,1.034298344047702,7.303106784820557
17800.0,1.0460517343209714,13.088134765625
18000.0,1.0578051245942408,10.12263298034668
18200.0,1.0695585148675102,15.377049446105957
18400.0,1.0813119051407794,19.318082809448242
18600.0,1.0930652954140487,19.841291427612305
18800.0,1.1048186856873181,16.84209632873535
19000.0,1.1165720759605875,12.495141983032227
19200.0,1.1283254662338569,12.250960350036621
19400.0,1.1400788565071263,15.332775115966797
19600.0,1.1518322467803954,17.85463523864746
19800.0,1.1635856370536648,15.989934921264648
20000.0,1.1753390273269342,15.438741683959961
20200.0,1.1870924176002036,22.230382919311523
20400.0,1.198845807873473,20.63352394104004
20600.0,1.210599198146742,21.593364715576172
