Total timesteps,Time,Episodic return
200.0,4.319453954696655,-3.3333335072869197
400.0,4.914762496948242,-3.6115644195165966
600.0,5.494010925292969,-2.8497687385855013
800.0,6.0736706256866455,-6.176234184120514
1000.0,6.757075548171997,-4.896819228371807
1200.0,7.350208282470703,-6.111041344108216
1400.0,10.473177433013916,-6.7216186352184435
1600.0,11.098729610443115,-4.926429041801067
1800.0,11.74715256690979,-5.474571804261467
2000.0,12.412148237228394,-5.444533766494617
2200.0,13.072187662124634,-5.338055886289906
2400.0,13.742613315582275,-5.542305379083857
2600.0,14.420554161071777,-5.1597744493689754
2800.0,15.109642744064331,-3.0471251386002196
3000.0,15.778149366378784,-5.059876761380568
3200.0,16.4435818195343,-6.360503282753328
3400.0,17.105910778045654,-1.587212455708453
3600.0,17.770498752593994,-5.367222778036363
3800.0,18.420997858047485,-0.7201321580724396
4000.0,19.051320791244507,-1.4640522276177683
4200.0,19.69709014892578,-2.3605332538798227
4400.0,20.331156492233276,-4.471281146656803
4600.0,20.99655270576477,-3.162364533339146
4800.0,21.662201166152954,-4.382627833417327
5000.0,22.34550452232361,-3.8639323560319143
5200.0,23.021993398666382,-2.1192551189238653
5400.0,23.707613468170166,-2.9748115174087566
5600.0,24.37101721763611,-1.682511403194614
5800.0,24.994025468826294,0.1425940404851498
6000.0,25.6085786819458,-5.450253322771256
6200.0,26.213371515274048,-0.27053998338561036
6400.0,26.828423976898193,-2.1944854622659484
6600.0,27.534289836883545,-0.48785340391804777
6800.0,28.27321457862854,-1.7045120707609414
7000.0,29.005565643310547,-0.9191226624264452
7200.0,29.733258962631226,-3.007391205543547
7400.0,30.36520743370056,-1.0544971267267025
7600.0,30.976837873458862,-2.4497232711318686
7800.0,31.601861476898193,-1.7798893674950156
8000.0,32.21584105491638,2.6240841167110998
8200.0,32.857699394226074,-2.3214382917570426
8400.0,33.52025532722473,-1.0873497166703316
8600.0,34.25137138366699,0.47950304394887344
8800.0,34.92122006416321,4.717091551913094
9000.0,35.539464712142944,-4.317395467241216
9200.0,36.14245414733887,0.21246276858701563
9400.0,36.75558853149414,3.0122248369307782
9600.0,37.366676330566406,-1.1485281645943899
9800.0,37.97352647781372,2.4547507543343707
10000.0,38.57937693595886,1.391309344812886
10200.0,39.183993101119995,-1.6355318203393796
10400.0,39.81369757652283,1.7445331073939507
10600.0,40.413838624954224,2.6094666253410574
10800.0,41.03849005699158,2.433344638636105
11000.0,41.66883111000061,2.7949645152586537
11200.0,42.27644968032837,0.5329873523531641
11400.0,42.88982033729553,0.945001431706151
11600.0,43.46618676185608,0.050766805469138365
11800.0,44.05160570144653,0.8263477579257315
12000.0,44.663700103759766,4.10118683350165
12200.0,45.29073190689087,2.6693985868428385
12400.0,45.915043354034424,1.5613021833142036
12600.0,46.54460167884827,2.077688218931136
12800.0,47.1648907661438,1.6016322620169974
13000.0,47.78120303153992,2.0430081170448227
13200.0,48.351990699768066,2.359061949004273
13400.0,48.98079752922058,1.6498464214797326
13600.0,49.60520839691162,5.1604379739451165
13800.0,50.234978914260864,6.166687909530774
14000.0,50.853267669677734,2.7454790946191965
14200.0,51.510862588882446,6.116740820003888
14400.0,52.136348247528076,0.26028174289406075
14600.0,52.75729441642761,7.195869218234571
14800.0,53.37924599647522,7.562198529141186
15000.0,54.02317142486572,9.826636546493308
15200.0,54.68500995635986,6.00676877340757
15400.0,55.33402442932129,7.420346325251601
15600.0,56.00170874595642,6.9517165210547525
15800.0,56.6280152797699,8.615175948333572
16000.0,57.24572229385376,9.027000862378882
16200.0,57.903042793273926,10.132405729574536
16400.0,58.61031436920166,8.306544560001637
16600.0,59.31314969062805,7.53180459899813
16800.0,60.04849052429199,13.059476558986207
17000.0,60.727659702301025,13.699371373080728
17200.0,61.358161211013794,14.717815536102279
17400.0,62.01495027542114,12.052550528994086
17600.0,62.71437335014343,11.136539013552426
17800.0,63.460843324661255,11.568304508714583
18000.0,64.14914274215698,11.486698286777886
18200.0,64.76632881164551,10.897870073703432
18400.0,65.38422346115112,10.072512953048296
18600.0,65.99278402328491,16.237136030839277
18800.0,66.59871697425842,10.166265895991643
19000.0,67.20665287971497,12.49367857955486
19200.0,67.8395504951477,16.50210780739624
19400.0,68.54665017127991,15.078741296421004
19600.0,69.27264738082886,18.14834571539571
19800.0,70.00760555267334,15.841343391299553
20000.0,70.74595785140991,16.55405190429668
20200.0,71.41866159439087,15.194732169299073
20400.0,72.03102207183838,14.504946217518576
20600.0,72.64386582374573,12.577100023185706
20800.0,73.23973298072815,17.670754364654705
21000.0,74.01309871673584,16.838775676430682
21200.0,74.72966957092285,18.968205689837404
21400.0,75.34588861465454,14.758814178046128
21600.0,75.95598769187927,16.094803485690655
21800.0,76.56474184989929,20.03482116059161
22000.0,77.19574689865112,17.431389231208087
22200.0,77.77137064933777,23.294665218838702
22400.0,78.40412735939026,20.29108714575715
22600.0,78.9598331451416,22.214026113136686
22800.0,79.5629518032074,20.531143498943923
23000.0,80.1591432094574,18.312177576292846
23200.0,80.7934398651123,19.349873274755513
23400.0,81.43147039413452,20.830729009182484
23600.0,82.01853823661804,23.5558517614826
23800.0,82.64242672920227,21.390936597066172
24000.0,83.3094220161438,24.150141525931893
24200.0,84.01870942115784,21.53492220145622
24400.0,84.76136827468872,25.494295948408908
24600.0,85.41333723068237,25.87105730479428
24800.0,86.00581812858582,22.64436786554464
25000.0,86.61720585823059,19.463755140967777
25200.0,87.21224904060364,23.776493643699247
25400.0,87.81280755996704,25.77649444000798
25600.0,88.4236466884613,22.16850435498387
25800.0,89.03105235099792,21.50333594526456
26000.0,89.63357520103455,21.727733516282246
26200.0,90.24073934555054,25.53905792039585
26400.0,90.8527295589447,27.041168653721513
26600.0,91.45923185348511,30.471864719419933
26800.0,92.0734281539917,27.599210301274322
27000.0,92.68576788902283,23.72114524578243
27200.0,93.29005241394043,23.92762152578712
27400.0,93.88845324516296,24.36041659390382
27600.0,94.48378658294678,26.22078850641615
27800.0,95.09390997886658,24.682238690713916
28000.0,95.7004702091217,28.96274509875257
28200.0,96.28076481819153,29.009770634402198
28400.0,96.896080493927,25.85925780610067
28600.0,97.46278071403503,22.899973064916825
28800.0,98.03815960884094,28.17948758204394
29000.0,98.57920551300049,26.360121977281494
29200.0,99.16611289978027,32.048512482062876
29400.0,99.82058143615723,28.482244014129613
29600.0,100.46589732170105,30.41599929141296
29800.0,101.0440559387207,37.03519438879097
30000.0,101.61554336547852,32.446849053172556
30200.0,102.2002329826355,30.882781249930453
30400.0,102.81011271476746,32.166618994074724
30600.0,103.40772819519043,32.64597623119086
30800.0,104.01546216011047,36.5227122433444
31000.0,104.62715435028076,38.06424594637779
31200.0,105.3171591758728,36.38867616616513
31400.0,106.02634286880493,36.678360192557385
31600.0,106.73808765411377,34.25394223959552
31800.0,107.36470699310303,37.94622685938561
32000.0,107.9684534072876,36.47373200929316
32200.0,108.53056263923645,35.042310702893765
32400.0,109.22959089279175,34.881462876214165
32600.0,109.9409453868866,35.42548554956913
32800.0,110.6435136795044,34.255179923742894
33000.0,111.34672236442566,39.42159306150217
33200.0,112.04663515090942,31.760652242162323
33400.0,112.73361229896545,34.900704181453634
33600.0,113.43341755867004,30.596496233655763
33800.0,114.11685705184937,41.06077083602016
34000.0,114.7771143913269,35.494620631077375
34200.0,115.35782051086426,38.96007723701872
34400.0,115.9672520160675,32.01194190102643
34600.0,116.6632227897644,37.7686752844361
34800.0,117.2657220363617,45.38011976825334
35000.0,117.86575269699097,33.823386319007014
35200.0,118.47304058074951,38.51185505320019
35400.0,119.13020825386047,39.04350178820026
35600.0,119.8015034198761,34.8705464422941
35800.0,120.54571747779846,33.53770144510099
36000.0,121.22567057609558,37.909368518068845
36200.0,121.87540292739868,38.293677185729166
36400.0,122.54870247840881,40.176894632547246
36600.0,123.21114444732666,39.139890535104506
36800.0,123.91318130493164,37.44220885843699
37000.0,124.62039589881897,40.03116134474606
37200.0,125.28551745414734,46.204832855673416
37400.0,125.92621350288391,41.40637745725561
37600.0,126.54290556907654,45.50838811826357
37800.0,127.15198278427124,43.3801843483095
38000.0,127.82170510292053,36.72777314135025
38200.0,128.41073966026306,40.65246478736199
38400.0,128.99804091453552,44.521680868150476
38600.0,129.5999355316162,41.63923649917685
38800.0,130.2006447315216,44.09715125606792
39000.0,130.80179452896118,39.59021754320221
39200.0,131.4004819393158,37.63470057521321
39400.0,132.01165461540222,40.78145846620742
39600.0,132.6160957813263,40.38834442571626
39800.0,133.2338981628418,32.07867986067607
40000.0,133.8383824825287,33.96454012391389
40200.0,134.45596837997437,38.3469298782171
40400.0,135.05774641036987,39.82205861003867
40600.0,135.66733193397522,34.632545121938655
40800.0,136.29246640205383,32.55995454103285
41000.0,137.0237283706665,35.41631473682776
41200.0,137.66190552711487,34.44355756683603
41400.0,138.29782342910767,37.974583208025805
41600.0,138.92087984085083,34.85343891734708
41800.0,139.60022282600403,38.79752784458205
42000.0,140.2692904472351,37.23357009765871
42200.0,140.99723839759827,34.5120649331175
42400.0,141.70630407333374,39.385621347763184
42600.0,142.30166625976562,33.537101715495666
42800.0,142.9068329334259,37.582573472345075
43000.0,143.49843859672546,36.334197556793725
43200.0,144.08605194091797,36.76864819436433
43400.0,144.68940496444702,35.24477901139368
43600.0,145.2626814842224,34.70518541028795
43800.0,145.85174322128296,41.52024038509714
44000.0,146.46189498901367,40.5013244621839
44200.0,147.0598907470703,41.28579788107678
44400.0,147.79258036613464,35.77095852498487
44600.0,148.48858165740967,40.72481578040926
44800.0,149.22770071029663,36.488721758941715
45000.0,149.8815619945526,44.26993955342108
45200.0,150.47876477241516,40.67175585355369
45400.0,151.0883069038391,40.60072548455247
45600.0,151.6835000514984,37.9243742518
45800.0,152.28718876838684,45.531111684008664
46000.0,152.9119963645935,39.67208816050119
46200.0,153.54019927978516,40.86818907826217
46400.0,154.1601858139038,40.58491867149398
46600.0,154.78437566757202,42.030891018115526
46800.0,155.40426015853882,37.37110793141987
47000.0,156.00757670402527,45.06896717153281
47200.0,156.63017630577087,39.59174277708997
47400.0,157.27100563049316,39.162215404065016
47600.0,157.88804364204407,41.87097034883885
47800.0,158.56179475784302,38.71843763928594
48000.0,159.23719477653503,38.12328681800489
48200.0,159.93272972106934,36.98545958267712
48400.0,160.5597701072693,40.57938020742466
48600.0,161.2601454257965,40.307247974233604
48800.0,161.91121435165405,42.004560612737464
49000.0,162.53992342948914,43.749460593398254
49200.0,163.20819973945618,43.268905207397204
49400.0,163.9129614830017,41.85504036353028
49600.0,164.5416648387909,41.464139468550876
49800.0,165.24371695518494,42.548907529661484
50000.0,165.9103364944458,47.26922438085559
50200.0,166.5186779499054,41.56200605896792
50400.0,167.2466287612915,46.94967107085331
50600.0,167.94962406158447,44.79210544123242
50800.0,168.67300581932068,44.578709457752346
51000.0,169.4213149547577,42.405241782950256
51200.0,170.1651747226715,44.60479371720197
51400.0,170.88830041885376,46.62015893957814
51600.0,171.60924291610718,45.41171072062384
51800.0,172.33431434631348,47.861611526685365
52000.0,173.08100748062134,47.20031968145577
52200.0,173.82027196884155,47.109553106717
52400.0,174.3982458114624,49.21718575457436
52600.0,174.99715280532837,46.78041644644872
52800.0,175.59288430213928,48.96007685809999
53000.0,176.19595551490784,50.25935456381415
53200.0,176.74959707260132,50.16891750440454
53400.0,177.3473072052002,47.52975016559556
53600.0,177.95155334472656,49.36242875651267
53800.0,178.569641828537,52.08618283364192
54000.0,179.17377734184265,51.38479167489664
54200.0,179.74008893966675,52.58226082030667
54400.0,180.3797218799591,46.33206733217217
54600.0,181.09322118759155,51.16802303475373
54800.0,181.79316425323486,48.44505181021454
55000.0,182.4145483970642,50.037796378915715
55200.0,183.04080438613892,57.19118609909327
55400.0,183.64568901062012,45.34330896898191
55600.0,184.243665933609,58.762888235274914
55800.0,184.85259628295898,54.03632050958942
56000.0,185.50610041618347,50.106437036033
56200.0,186.12676191329956,51.38999442949184
56400.0,186.74879956245422,55.68749108843714
56600.0,187.35807251930237,50.88352309468518
56800.0,187.96874165534973,53.13720181914094
57000.0,188.58563590049744,51.048133381937966
57200.0,189.2014856338501,51.72145415483254
57400.0,189.81577134132385,52.695349123631594
57600.0,190.430109500885,50.63342728728373
57800.0,191.04786491394043,56.54096833142804
58000.0,191.65124535560608,56.21761423188336
58200.0,192.25480556488037,54.20722710592621
58400.0,192.8661060333252,53.09473676981331
58600.0,193.45965313911438,54.04926809037384
58800.0,194.0658676624298,50.34952283721148
59000.0,194.70874118804932,53.66735878854183
59200.0,195.31815242767334,57.282431105081386
59400.0,195.933762550354,62.27810000977652
59600.0,196.54786682128906,57.62888191917014
59800.0,197.15319299697876,60.429496144615904
60000.0,197.76389026641846,55.5535707988576
60200.0,198.39208841323853,56.32851369555402
60400.0,199.00178456306458,59.522359455254275
60600.0,199.61755394935608,63.75885905765368
60800.0,200.24064922332764,56.545391561527325
61000.0,200.85706400871277,60.47469738425745
61200.0,201.47047424316406,59.116193532734655
61400.0,202.07771730422974,52.761024824693735
61600.0,202.68904089927673,61.659608254092355
61800.0,203.30125188827515,65.03661178208522
62000.0,203.91030073165894,64.26622213911413
62200.0,204.51518630981445,60.753604916964406
62400.0,205.12349224090576,56.053822389253625
62600.0,205.73690748214722,61.1294213709053
62800.0,206.3541407585144,60.388398868235996
63000.0,206.961660861969,66.56243601055664
63200.0,207.57145047187805,67.93401796614741
63400.0,208.1905872821808,62.04974243371764
63600.0,208.7638874053955,63.764884623481734
63800.0,209.38527822494507,64.42611322624742
64000.0,209.95884561538696,64.29108736040497
64200.0,210.68088245391846,66.26411355401586
64400.0,211.3314573764801,63.04867612625557
64600.0,211.94436955451965,73.30232736264014
64800.0,212.55186820030212,65.7353572498611
65000.0,213.1620762348175,69.50834630403212
65200.0,213.7659068107605,66.44198622851447
65400.0,214.3901722431183,69.5464406823733
65600.0,214.9953055381775,71.13966734286927
65800.0,215.59532809257507,70.4124184685901
66000.0,216.20307564735413,68.71636733975294
66200.0,216.8065836429596,69.2543254524337
66400.0,217.40735125541687,68.07524786209116
66600.0,218.0215470790863,70.77123387638028
66800.0,218.6302306652069,69.72190681023426
67000.0,219.2309386730194,69.49242763922567
67200.0,219.85050702095032,74.19192128384557
67400.0,220.4816973209381,70.11687902883396
67600.0,221.08619856834412,72.14798997323307
67800.0,221.68597984313965,69.80389250351337
68000.0,222.29632878303528,70.01572689233163
68200.0,222.90307211875916,68.83387735578621
68400.0,223.50170826911926,73.59258350839711
68600.0,224.10570764541626,66.3292959574139
68800.0,224.6936228275299,70.41990569916638
69000.0,225.29277753829956,69.04662068999134
69200.0,225.9062933921814,71.84839414233883
69400.0,226.51259851455688,71.52139725668631
69600.0,227.1113212108612,74.60858066194562
69800.0,227.69935989379883,69.54291984967739
70000.0,228.2975103855133,71.51939980117565
70200.0,228.9008285999298,71.88658944762057
70400.0,229.56829476356506,69.89804986110465
70600.0,230.24772691726685,64.04819746481994
70800.0,230.92185068130493,70.4857857061956
71000.0,231.55835056304932,66.88089713894038
71200.0,232.16598844528198,64.91687866847302
71400.0,232.76717948913574,67.25803252492902
71600.0,233.37074899673462,71.98483868261393
71800.0,233.97480368614197,70.90951055009985
72000.0,234.5791540145874,69.28690643085261
72200.0,235.16704940795898,68.23767173272057
72400.0,235.76839756965637,71.57406860763376
72600.0,236.36896657943726,68.0219012019641
72800.0,236.96750593185425,68.03064783319327
73000.0,237.59018993377686,69.81705138985163
73200.0,238.27041363716125,69.16633083925602
73400.0,238.95710158348083,72.75244940634259
73600.0,239.6637988090515,73.52122120231239
